iter	MultiClass
564	0.3994915508
565	0.3987645148
566	0.3978698241
567	0.3970963475
568	0.396438345
569	0.3954631984
570	0.3949074367
571	0.3942395069
572	0.3933771782
573	0.3927607655
574	0.392045365
575	0.3913746169
576	0.3905613329
577	0.3898565951
578	0.3894203436
579	0.3887379787
580	0.3882552578
581	0.3877010347
582	0.3872992184
583	0.3865524087
584	0.385946014
585	0.385105163
586	0.3845337381
587	0.3838644701
588	0.3833499092
589	0.3827264697
590	0.3817195409
591	0.3809088285
592	0.3802179339
593	0.3795066927
594	0.378799303
595	0.3781055295
596	0.3774471047
597	0.3766945105
598	0.3761486264
599	0.3756772685
600	0.3750206824
601	0.374416141
602	0.3737287467
603	0.3731743473
604	0.3723543505
605	0.3715689182
606	0.3707833053
607	0.3701565208
608	0.3694445032
609	0.3687038715
610	0.3679317597
611	0.3671060734
612	0.3666337765
613	0.3661627156
614	0.3655704988
615	0.3649516202
616	0.3640632142
617	0.3632935387
618	0.3625531304
619	0.3619910281
620	0.3614153689
621	0.3608030641
622	0.3602367593
623	0.3598138524
624	0.3590689597
625	0.3584486254
626	0.3576712935
627	0.3570142162
628	0.3563101481
629	0.3556851208
630	0.3549905419
631	0.3545427636
632	0.3539541845
633	0.353137423
634	0.3526303407
635	0.3521956333
636	0.351655651
637	0.3507961723
638	0.3503659578
639	0.3496605174
640	0.3489355393
641	0.3482112805
642	0.3477037408
643	0.3469515978
644	0.3464046717
645	0.3458467712
646	0.3452172856
647	0.3446024064
648	0.3442526589
649	0.3438549857
650	0.3433658039
651	0.3428123045
652	0.3421751131
653	0.3416469935
654	0.3411710507
655	0.3403577909
656	0.3396722846
657	0.339079867
658	0.3384707779
659	0.3380437113
660	0.3374650283
661	0.3370214651
662	0.3364987271
663	0.335815222
664	0.3353206101
665	0.3348293494
666	0.3342616284
667	0.3335281616
668	0.3331540919
669	0.3323742527
670	0.3319615429
671	0.3314867822
672	0.3308516013
673	0.3299263784
674	0.3295134075
675	0.328945268
676	0.3282866013
677	0.3276749475
678	0.3272420568
679	0.3267405905
680	0.3263084076
681	0.3255929677
682	0.3252645083
683	0.3249333119
684	0.3245160959
685	0.3240675501
686	0.323627078
687	0.3234260987
688	0.3232028652
689	0.3228828097
690	0.3223530613
691	0.3217047972
692	0.3211008211
693	0.3203569786
694	0.3197615806
695	0.3193752064
696	0.3186737883
697	0.3184139608
698	0.3178631648
699	0.3174273827
700	0.3168568586
701	0.3163248875
702	0.315799128
703	0.3155969977
704	0.3148952723
705	0.3141868258
706	0.3135006954
707	0.3127573645
708	0.3123690038
709	0.3117347154
710	0.3112747448
711	0.3108193635
712	0.3103873366
713	0.310023411
714	0.3092580636
715	0.3086465644
716	0.3080447944
717	0.3075024415
718	0.3068000304
719	0.30636342
720	0.3058013927
721	0.3056503665
722	0.304978051
723	0.3044145917
724	0.3039608337
725	0.3035115756
726	0.3026979676
727	0.3021904082
728	0.3016968779
729	0.3011881668
730	0.3008381891
731	0.300238209
732	0.2998967599
733	0.2992692192
734	0.2991062239
735	0.2986862036
736	0.2983659817
737	0.2978837853
738	0.2974310728
739	0.2971534838
740	0.2966769817
741	0.2962211472
742	0.2958153575
743	0.2952630303
744	0.2950770195
745	0.2943960304
746	0.2939121988
747	0.2934752376
748	0.2930123675
749	0.2925936322
750	0.2922694137
751	0.2917896054
752	0.29141169
753	0.2909684115
754	0.2904418892
755	0.2898162164
756	0.2894534748
757	0.2888632382
758	0.2884528235
759	0.2877976742
760	0.2876401319
761	0.2872780974
762	0.2868813005
763	0.2862835575
764	0.2858572872
765	0.2854679925
766	0.2851434021
767	0.2845339323
768	0.2840454909
769	0.283434805
770	0.2831072091
771	0.2826240636
772	0.2822042021
773	0.281656932
774	0.2812283242
775	0.2808981559
776	0.2804267989
777	0.2799655116
778	0.2796855486
779	0.2794208015
780	0.2791702624
781	0.2785332469
782	0.2778192201
783	0.2773981256
784	0.2767698246
785	0.2761521577
786	0.2758647412
787	0.2755658518
788	0.2752122855
789	0.2748665197
790	0.2745538088
791	0.2743642268
792	0.27393794
793	0.2736416235
794	0.2732528724
795	0.2728190071
796	0.2723408346
797	0.2718765653
798	0.2715577624
799	0.2711837847
800	0.2708757317
801	0.2704661182
802	0.2700396064
803	0.2696294924
804	0.2691023357
805	0.2685849341
806	0.2681176043
807	0.2675872536
808	0.2671495265
809	0.2667639403
810	0.2665401876
811	0.266076335
812	0.2655895339
813	0.2652340935
814	0.2649397021
815	0.2646944936
816	0.264182158
817	0.2636450391
818	0.2633000991
819	0.2627661628
820	0.2622531973
821	0.2618758109
822	0.2613874607
823	0.2610354809
824	0.26063057
825	0.2603159564
826	0.2598756693
827	0.2595708318
828	0.2590157848
829	0.2587673365
830	0.2583136437
831	0.2579925142
832	0.2576296407
833	0.2571424178
834	0.2567892034
835	0.2564114437
836	0.2559782334
837	0.2556007385
838	0.2552513683
839	0.2549728442
840	0.2544265158
841	0.2542596557
842	0.2539709244
843	0.2535517014
844	0.2530234426
845	0.2526915866
846	0.2522809248
847	0.2518028499
848	0.2513953022
849	0.2510308898
850	0.2506026771
851	0.2502632975
852	0.2499556657
853	0.2495709642
854	0.2492128591
855	0.2488246537
856	0.2485019302
857	0.2481689708
858	0.2477867235
859	0.2472693549
860	0.2469799768
861	0.2466279194
862	0.2462011818
863	0.2456908507
864	0.2454781385
865	0.2451492107
866	0.2447751433
867	0.2443419779
868	0.2440738873
869	0.2437552089
870	0.2433700556
871	0.2429026395
872	0.2425361121
873	0.2422008924
874	0.241788921
875	0.2414532459
876	0.2409830057
877	0.2405686388
878	0.2401412724
879	0.2397161532
880	0.2393691478
881	0.238994941
882	0.2387614886
883	0.2383520254
884	0.2379486124
885	0.2376120056
886	0.2371878465
887	0.2366958582
888	0.2363974323
889	0.2359040024
890	0.2354962828
891	0.2352372845
892	0.2349671426
893	0.2345893508
894	0.2342044286
895	0.2338851972
896	0.2333998886
897	0.2329769886
898	0.2327373923
899	0.2323540181
900	0.2319638481
901	0.2315923807
902	0.231263478
903	0.2309614383
904	0.2308783016
905	0.2305158111
906	0.2303453835
907	0.2300887344
908	0.2296856505
909	0.2294410998
910	0.229039374
911	0.2285842181
912	0.2281717949
913	0.2278252939
914	0.2275764549
915	0.2272156138
916	0.226881657
917	0.2265128238
918	0.2261964493
919	0.2259613648
920	0.2255614011
921	0.2251491183
922	0.2245944206
923	0.2241109809
924	0.2238271031
925	0.2234821274
926	0.2232791558
927	0.2229139091
928	0.2226091335
929	0.2223909313
930	0.2221396247
931	0.2218381869
932	0.2214836648
933	0.2213076657
934	0.2209657599
935	0.2206198755
936	0.2204187608
937	0.220079598
938	0.2197314107
939	0.2195591479
940	0.2192160624
941	0.2189464044
942	0.2185974935
943	0.2183268142
944	0.2179912139
945	0.2176773
946	0.2173017154
947	0.2168992637
948	0.2165711403
949	0.2161719825
950	0.2158838055
951	0.2156549015
952	0.2153096423
953	0.2149964421
954	0.2144936954
955	0.2141557637
956	0.2139458098
957	0.2136908499
958	0.2133799947
959	0.2129132307
960	0.212654159
961	0.2125083495
962	0.2123050579
963	0.2120208507
964	0.2118013728
965	0.2114997951
966	0.2112717199
967	0.2110329861
968	0.2108213891
969	0.2105358088
970	0.2102842033
971	0.2100143089
972	0.2096717236
973	0.2094357634
974	0.2091441078
975	0.2089092351
976	0.2085737893
977	0.2081872107
978	0.2079002942
979	0.207589757
980	0.2072105911
981	0.2069227184
982	0.2066962012
983	0.2064726099
984	0.2062256506
985	0.2058672427
986	0.2056198186
987	0.2054132298
988	0.2049950652
989	0.2046722421
990	0.2045153406
991	0.2041713925
992	0.2038635076
993	0.2035559806
994	0.2033703908
995	0.2031175676
996	0.202795936
997	0.2024747389
998	0.2022451889
999	0.2020085544
